time,distance,kf_distance[0],kf_msd[0].R,sigma_a[0]
5.329,5.797000408,5.816353798,6.04E-05,0.048
5.33,5.797000408,5.819542885,6.04E-05,0.048
5.331,5.797000408,5.822785854,6.04E-05,0.048
5.332,5.797000408,5.826078415,6.04E-05,0.048
5.333,5.797000408,5.832794189,6.04E-05,0.048
5.334,5.797000408,5.832794189,6.04E-05,0.048
5.335,5.797000408,5.836210251,6.04E-05,0.048
5.336,5.797000408,5.839659691,6.04E-05,0.048
5.337,7.072000504,5.889077187,6.04E-05,0.048
5.338,7.072000504,5.937681198,6.04E-05,0.048
5.339,7.072000504,5.985477448,6.04E-05,0.048
5.34,7.072000504,6.032468796,6.04E-05,0.048
5.341,7.072000504,6.078660011,6.04E-05,0.048
5.342,7.072000504,6.124055862,6.04E-05,0.048
5.343,7.072000504,6.168660164,6.04E-05,0.048
5.344,7.072000504,6.212478638,6.04E-05,0.048
5.345,7.072000504,6.255515575,6.04E-05,0.048
5.346,7.072000504,6.297775269,6.04E-05,0.048
5.347,7.072000504,6.339262962,6.04E-05,0.048
5.348,7.072000504,6.379983902,6.04E-05,0.048
5.349,7.072000504,6.419942856,6.04E-05,0.048
5.35,7.072000504,6.459144592,6.04E-05,0.048
5.351,7.072000504,6.497594357,6.04E-05,0.048
5.352,7.072000504,6.535298347,6.04E-05,0.048
5.353,7.072000504,6.572260857,6.04E-05,0.048
5.354,7.072000504,6.608488083,6.04E-05,0.048
5.355,7.072000504,6.643984795,6.04E-05,0.048
5.356,7.072000504,6.678757191,6.04E-05,0.048
5.357,7.072000504,6.712810516,6.04E-05,0.048
5.358,7.072000504,6.746150017,6.04E-05,0.048
5.359,7.072000504,6.778781891,6.04E-05,0.048
5.36,7.072000504,6.810711861,6.04E-05,0.048
5.361,7.072000504,6.841946602,6.04E-05,0.048
5.362,7.072000504,6.872490883,6.04E-05,0.048
5.363,7.072000504,6.902351379,6.04E-05,0.048
5.364,7.072000504,6.931533813,6.04E-05,0.048
5.365,7.072000504,6.960043907,6.04E-05,0.048
5.366,7.072000504,6.987888336,6.04E-05,0.048
5.367,7.072000504,7.015072823,6.04E-05,0.048
5.368,7.072000504,7.041604042,6.04E-05,0.048
5.369,7.072000504,7.067488194,6.04E-05,0.048
5.37,7.072000504,7.092731476,6.04E-05,0.048
5.371,7.072000504,7.117340088,6.04E-05,0.048
5.372,7.072000504,7.141321182,6.04E-05,0.048
5.373,7.072000504,7.164680004,6.04E-05,0.048
5.374,7.072000504,7.187423706,6.04E-05,0.048
5.375,7.072000504,7.209558964,6.04E-05,0.048
5.376,7.072000504,7.231091976,6.04E-05,0.048
5.377,7.072000504,7.252029419,6.04E-05,0.048
5.378,7.072000504,7.272377491,6.04E-05,0.048
5.379,7.072000504,7.292143822,6.04E-05,0.048
5.38,7.072000504,7.311333656,6.04E-05,0.048
5.381,7.072000504,7.329955101,6.04E-05,0.048
5.382,7.072000504,7.348013401,6.04E-05,0.048
5.383,7.072000504,7.365516663,6.04E-05,0.048
5.384,7.072000504,7.382470131,6.04E-05,0.048
5.385,7.072000504,7.398881912,6.04E-05,0.048
5.386,7.072000504,7.414758682,6.04E-05,0.048
5.387,7.072000504,7.430106163,6.04E-05,0.048
5.388,7.072000504,7.444931984,6.04E-05,0.048
5.389,7.072000504,7.459242344,6.04E-05,0.048
5.39,7.072000504,7.473044395,6.04E-05,0.048
5.391,7.072000504,7.486345291,6.04E-05,0.048
5.392,7.072000504,7.49915123,6.04E-05,0.048
5.393,7.072000504,7.511468887,6.04E-05,0.048
5.394,7.072000504,7.523305893,6.04E-05,0.048
5.395,7.072000504,7.534668446,6.04E-05,0.048
5.396,7.072000504,7.545563698,6.04E-05,0.048
5.397,9.027000427,7.626436234,6.04E-05,0.048
5.398,9.027000427,7.705568314,6.04E-05,0.048
5.399,9.027000427,7.782979012,6.04E-05,0.048
5.4,9.027000427,7.858686447,6.04E-05,0.048
5.401,9.027000427,7.932709694,6.04E-05,0.048
5.402,9.027000427,8.005067825,6.04E-05,0.048
5.403,9.027000427,8.075777054,6.04E-05,0.048
5.405,9.027000427,8.212330818,6.04E-05,0.048
5.406,9.027000427,8.27821064,6.04E-05,0.048
5.406,9.027000427,8.342517853,6.04E-05,0.048
5.407,9.027000427,8.342517853,6.04E-05,0.048
5.408,9.027000427,8.405270576,6.04E-05,0.048
5.409,9.027000427,8.466487885,6.04E-05,0.048
5.41,9.027000427,8.526186943,6.04E-05,0.048
5.411,9.027000427,8.584387779,6.04E-05,0.048
5.412,9.027000427,8.641107559,6.04E-05,0.048
5.413,9.027000427,8.696365356,6.04E-05,0.048
5.414,9.027000427,8.750178337,6.04E-05,0.048
5.415,9.027000427,8.802566528,6.04E-05,0.048
5.416,9.027000427,8.853547096,6.04E-05,0.048
5.417,9.027000427,8.903138161,6.04E-05,0.048
5.418,9.027000427,8.951358795,6.04E-05,0.048
5.419,9.027000427,8.998226166,6.04E-05,0.048
5.42,9.027000427,9.043758392,6.04E-05,0.048
5.421,9.027000427,9.087974548,6.04E-05,0.048
5.422,9.027000427,9.1308918,6.04E-05,0.048
5.423,9.027000427,9.172527313,6.04E-05,0.048
5.424,9.027000427,9.212901115,6.04E-05,0.048
5.425,9.027000427,9.252028465,6.04E-05,0.048
5.426,9.027000427,9.28992939,6.04E-05,0.048
5.427,9.027000427,9.326620102,6.04E-05,0.048
5.428,9.027000427,9.362118721,6.04E-05,0.048
5.429,9.027000427,9.396442413,6.04E-05,0.048
5.43,9.027000427,9.429610252,6.04E-05,0.048
5.431,9.027000427,9.461637497,6.04E-05,0.048
5.432,9.027000427,9.492542267,6.04E-05,0.048
5.433,9.027000427,9.522342682,6.04E-05,0.048
5.434,9.027000427,9.551054955,6.04E-05,0.048
5.435,9.027000427,9.578696251,6.04E-05,0.048
5.436,9.027000427,9.605284691,6.04E-05,0.048
5.437,9.027000427,9.630835533,6.04E-05,0.048
5.438,9.027000427,9.655366898,6.04E-05,0.048
5.439,9.027000427,9.67889595,6.04E-05,0.048
5.44,9.027000427,9.70143795,6.04E-05,0.048
5.441,9.027000427,9.723010063,6.04E-05,0.048
5.442,9.027000427,9.743629456,6.04E-05,0.048
5.443,9.027000427,9.76331234,6.04E-05,0.048
5.444,9.027000427,9.782073975,6.04E-05,0.048
5.445,9.027000427,9.79993248,6.04E-05,0.048
5.446,9.027000427,9.816902161,6.04E-05,0.048
5.447,9.027000427,9.833000183,6.04E-05,0.048
5.448,9.027000427,9.848241806,6.04E-05,0.048
5.449,9.027000427,9.862644196,6.04E-05,0.048
5.45,9.027000427,9.876220703,6.04E-05,0.048
5.451,9.027000427,9.888989449,6.04E-05,0.048
5.452,9.027000427,9.900964737,6.04E-05,0.048
5.453,9.027000427,9.912161827,6.04E-05,0.048
5.454,9.027000427,9.932282448,6.04E-05,0.048
5.455,9.027000427,9.94123745,6.04E-05,0.048
5.456,9.027000427,9.94123745,6.04E-05,0.048
5.457,12.05300045,10.05850029,6.04E-05,0.048
5.458,12.05300045,10.173069,6.04E-05,0.048
5.459,12.05300045,10.28497791,6.04E-05,0.048
5.46,12.05300045,10.3942585,6.04E-05,0.048
5.461,12.05300045,10.50094509,6.04E-05,0.048
5.462,12.05300045,10.60506821,6.04E-05,0.048
5.463,12.05300045,10.70666313,6.04E-05,0.048
5.464,12.05300045,10.80576038,6.04E-05,0.048
5.465,12.05300045,10.90239239,6.04E-05,0.048
5.466,12.05300045,10.99659157,6.04E-05,0.048
5.467,12.05300045,11.08839035,6.04E-05,0.048
5.468,12.05300045,11.17782116,6.04E-05,0.048
5.469,12.05300045,11.26491451,6.04E-05,0.048
5.47,12.05300045,11.34970284,6.04E-05,0.048
5.471,12.05300045,11.43221855,6.04E-05,0.048
5.472,12.05300045,11.51249123,6.04E-05,0.048
5.473,12.05300045,11.59055233,6.04E-05,0.048
5.474,12.05300045,11.66643429,6.04E-05,0.048
5.475,12.05300045,11.74016666,6.04E-05,0.048
5.476,12.05300045,11.81178188,6.04E-05,0.048
5.477,12.05300045,11.88130951,6.04E-05,0.048
5.478,12.05300045,11.94877911,6.04E-05,0.048
5.479,12.05300045,12.0142231,6.04E-05,0.048
5.48,12.05300045,12.0776701,6.04E-05,0.048
5.481,12.05300045,12.13915062,6.04E-05,0.048
5.482,12.05300045,12.19869518,6.04E-05,0.048
5.483,12.05300045,12.2563324,6.04E-05,0.048
5.484,12.05300045,12.31209373,6.04E-05,0.048
5.485,12.05300045,12.36600494,6.04E-05,0.048
5.486,12.05300045,12.41809845,6.04E-05,0.048
5.487,12.05300045,12.46840286,6.04E-05,0.048
5.488,12.05300045,12.51694584,6.04E-05,0.048
5.489,12.05300045,12.56375694,6.04E-05,0.048
5.49,12.05300045,12.60886478,6.04E-05,0.048
5.491,12.05300045,12.65229702,6.04E-05,0.048
5.492,12.05300045,12.69408226,6.04E-05,0.048
5.493,12.05300045,12.73424816,6.04E-05,0.048
5.494,12.05300045,12.77282238,6.04E-05,0.048
5.495,12.05300045,12.80983353,6.04E-05,0.048
5.496,12.05300045,12.8453083,6.04E-05,0.048
5.497,12.05300045,12.87927341,6.04E-05,0.048
5.498,12.05300045,12.91175652,6.04E-05,0.048
5.499,12.05300045,12.94278431,6.04E-05,0.048
5.5,12.05300045,12.9723835,6.04E-05,0.048
5.501,12.05300045,13.00057983,6.04E-05,0.048
5.502,12.05300045,13.02740097,6.04E-05,0.048
5.503,12.05300045,13.0528717,6.04E-05,0.048
5.504,12.05300045,13.07701778,6.04E-05,0.048
5.505,12.05300045,13.09986496,6.04E-05,0.048
5.506,12.05300045,13.12143993,6.04E-05,0.048
5.507,12.05300045,13.14176655,6.04E-05,0.048
5.508,12.05300045,13.16087055,6.04E-05,0.048
5.509,12.05300045,13.17877579,6.04E-05,0.048
5.51,12.05300045,13.19550705,6.04E-05,0.048
5.511,12.05300045,13.21109009,6.04E-05,0.048
5.512,12.05300045,13.22554684,6.04E-05,0.048
5.513,12.05300045,13.23890305,6.04E-05,0.048
5.514,12.05300045,13.2511816,6.04E-05,0.048
5.515,12.05300045,13.2624054,6.04E-05,0.048
5.516,12.05300045,13.27259827,6.04E-05,0.048
5.517,12.05300045,13.28178406,6.04E-05,0.048
5.518,14.05900097,13.44045353,6.04E-05,0.048
5.519,14.05900097,13.44045353,6.04E-05,0.048
5.52,14.05900097,13.51639938,6.04E-05,0.048
5.521,14.05900097,13.59013176,6.04E-05,0.048
5.522,14.05900097,13.66168499,6.04E-05,0.048
5.523,14.05900097,13.73109245,6.04E-05,0.048
5.524,14.05900097,13.79838848,6.04E-05,0.048
5.525,14.05900097,13.8636055,6.04E-05,0.048
5.526,14.05900097,13.92677689,6.04E-05,0.048
5.527,14.05900097,13.98793602,6.04E-05,0.048
5.528,14.05900097,14.10434723,6.04E-05,0.048
5.529,14.05900097,14.10434723,6.04E-05,0.048
5.53,14.05900097,14.21309853,6.04E-05,0.048
5.531,14.05900097,14.21309853,6.04E-05,0.048
5.532,14.05900097,14.26468086,6.04E-05,0.048
5.533,14.05900097,14.31444359,6.04E-05,0.048
5.534,14.05900097,14.36241722,6.04E-05,0.048
5.535,14.05900097,14.40863419,6.04E-05,0.048
5.536,14.05900097,14.45312405,6.04E-05,0.048
5.537,14.05900097,14.49591827,6.04E-05,0.048
5.538,14.05900097,14.53704643,6.04E-05,0.048
5.539,14.05900097,14.57653809,6.04E-05,0.048
5.54,14.05900097,14.61442375,6.04E-05,0.048
5.541,14.05900097,14.65073395,6.04E-05,0.048
5.542,14.05900097,14.68549728,6.04E-05,0.048
5.543,14.05900097,14.71874142,6.04E-05,0.048
5.544,14.05900097,14.75049591,6.04E-05,0.048
5.545,14.05900097,14.78079033,6.04E-05,0.048
5.546,14.05900097,14.80965328,6.04E-05,0.048
5.547,14.05900097,14.83711147,6.04E-05,0.048
5.548,14.05900097,14.86319351,6.04E-05,0.048
5.549,14.05900097,14.8879261,6.04E-05,0.048
5.55,14.05900097,14.9113369,6.04E-05,0.048
5.551,14.05900097,14.93345261,6.04E-05,0.048
5.552,14.05900097,14.95430183,6.04E-05,0.048
5.553,14.05900097,14.97390938,6.04E-05,0.048
5.554,14.05900097,14.99230194,6.04E-05,0.048
5.555,14.05900097,15.00950623,6.04E-05,0.048
5.556,14.05900097,15.02554512,6.04E-05,0.048
5.557,14.05900097,15.04044724,6.04E-05,0.048
5.558,14.05900097,15.05423737,6.04E-05,0.048
5.559,14.05900097,15.06694031,6.04E-05,0.048
5.56,14.05900097,15.07857895,6.04E-05,0.048
5.561,14.05900097,15.08917999,6.04E-05,0.048
5.562,14.05900097,15.09876823,6.04E-05,0.048
5.563,14.05900097,15.10736465,6.04E-05,0.048
5.564,14.05900097,15.114995,6.04E-05,0.048
5.565,14.05900097,15.12168217,6.04E-05,0.048
5.566,14.05900097,15.12744904,6.04E-05,0.048
5.567,14.05900097,15.13231945,6.04E-05,0.048
5.568,14.05900097,15.13631535,6.04E-05,0.048
5.569,14.05900097,15.13945866,6.04E-05,0.048
5.57,14.05900097,15.14177227,6.04E-05,0.048
5.571,14.05900097,15.14327717,6.04E-05,0.048
5.572,14.05900097,15.14399529,6.04E-05,0.048
5.573,14.05900097,15.1439476,6.04E-05,0.048
5.574,14.05900097,15.14315605,6.04E-05,0.048
5.575,14.05900097,15.14164162,6.04E-05,0.048
5.576,14.05900097,15.13942337,6.04E-05,0.048
5.577,14.05900097,15.13652229,6.04E-05,0.048
5.578,14.39900112,15.14520741,6.04E-05,0.048
5.579,14.39900112,15.15302658,6.04E-05,0.048
5.58,14.39900112,15.15999985,6.04E-05,0.048
5.581,14.39900112,15.16615009,6.04E-05,0.048
5.582,14.39900112,15.17149639,6.04E-05,0.048
5.583,14.39900112,15.17605972,6.04E-05,0.048
5.584,14.39900112,15.17986202,6.04E-05,0.048
5.585,14.39900112,15.18292236,6.04E-05,0.048
5.586,14.39900112,15.18526077,6.04E-05,0.048
5.587,14.39900112,15.18689728,6.04E-05,0.048
5.588,14.39900112,15.18785095,6.04E-05,0.048
5.589,14.39900112,15.18814087,6.04E-05,0.048
5.59,14.39900112,15.18778706,6.04E-05,0.048
5.591,14.39900112,15.18680763,6.04E-05,0.048
5.592,14.39900112,15.18521976,6.04E-05,0.048
5.593,14.39900112,15.18304348,6.04E-05,0.048
5.594,14.39900112,15.18029499,6.04E-05,0.048
5.595,14.39900112,15.17699337,6.04E-05,0.048
5.596,14.39900112,15.17315483,6.04E-05,0.048
5.597,14.39900112,15.16879845,6.04E-05,0.048
5.598,14.39900112,15.16393852,6.04E-05,0.048
5.599,14.39900112,15.15859413,6.04E-05,0.048
5.6,14.39900112,15.15277958,6.04E-05,0.048
5.601,14.39900112,15.14651299,6.04E-05,0.048
5.602,14.39900112,15.13980865,6.04E-05,0.048
5.603,14.39900112,15.1326828,6.04E-05,0.048
5.604,14.39900112,15.11722755,6.04E-05,0.048
5.605,14.39900112,15.10892963,6.04E-05,0.048
5.606,14.39900112,15.10892963,6.04E-05,0.048
5.607,14.39900112,15.10026932,6.04E-05,0.048
5.608,14.39900112,15.09126282,6.04E-05,0.048
5.609,14.39900112,15.08192444,6.04E-05,0.048
5.61,14.39900112,15.07226753,6.04E-05,0.048
5.611,14.39900112,15.06230545,6.04E-05,0.048
5.612,14.39900112,15.05205154,6.04E-05,0.048
5.613,14.39900112,15.04151917,6.04E-05,0.048
5.614,14.39900112,15.03072357,6.04E-05,0.048
5.615,14.39900112,15.0196743,6.04E-05,0.048
5.616,14.39900112,15.00838661,6.04E-05,0.048
5.617,14.39900112,14.99687195,6.04E-05,0.048
5.618,14.39900112,14.98514175,6.04E-05,0.048
5.619,14.39900112,14.97320843,6.04E-05,0.048
5.62,14.39900112,14.96108341,6.04E-05,0.048
5.621,14.39900112,14.94877815,6.04E-05,0.048
5.622,14.39900112,14.93630409,6.04E-05,0.048
5.623,14.39900112,14.92367363,6.04E-05,0.048
5.624,14.39900112,14.91089535,6.04E-05,0.048
5.625,14.39900112,14.89798069,6.04E-05,0.048
5.626,14.39900112,14.88494015,6.04E-05,0.048
5.627,14.39900112,14.87178421,6.04E-05,0.048
5.628,14.39900112,14.85852242,6.04E-05,0.048
5.629,14.39900112,14.84516525,6.04E-05,0.048
5.63,14.39900112,14.83172131,6.04E-05,0.048
5.631,14.39900112,14.81820011,6.04E-05,0.048
5.632,14.39900112,14.79096222,6.04E-05,0.048
5.633,14.39900112,14.79096222,6.04E-05,0.048
5.634,14.39900112,14.77726364,6.04E-05,0.048
5.635,14.39900112,14.76352215,6.04E-05,0.048
5.636,14.39900112,14.74974823,6.04E-05,0.048
5.637,14.39900112,14.73594856,6.04E-05,0.048
5.638,14.04200077,14.70926952,6.04E-05,0.048
5.639,14.04200077,14.68281555,6.04E-05,0.048
5.64,14.04200077,14.65659142,6.04E-05,0.048
5.641,14.04200077,14.63060474,6.04E-05,0.048
5.642,14.04200077,14.6048584,6.04E-05,0.048
5.643,14.04200077,14.57935715,6.04E-05,0.048
5.644,14.04200077,14.55410767,6.04E-05,0.048
5.645,14.04200077,14.52911186,6.04E-05,0.048
5.646,14.04200077,14.50437546,6.04E-05,0.048
5.647,14.04200077,14.47990227,6.04E-05,0.048
5.648,14.04200077,14.4317627,6.04E-05,0.048
5.649,14.04200077,14.4317627,6.04E-05,0.048
5.65,14.04200077,14.40810394,6.04E-05,0.048
5.651,14.04200077,14.38472176,6.04E-05,0.048
5.652,14.04200077,14.36162186,6.04E-05,0.048
5.653,14.04200077,14.33880615,6.04E-05,0.048
5.654,14.04200077,14.31627846,6.04E-05,0.048
5.655,14.04200077,14.29404163,6.04E-05,0.048
5.656,14.04200077,14.27209759,6.04E-05,0.048
5.657,14.04200077,14.25044823,6.04E-05,0.048
5.658,14.04200077,14.22909737,6.04E-05,0.048
5.659,14.04200077,14.20804691,6.04E-05,0.048
5.66,14.04200077,14.18729782,6.04E-05,0.048
5.661,14.04200077,14.16685295,6.04E-05,0.048
5.662,14.04200077,14.14671326,6.04E-05,0.048
5.663,14.04200077,14.12688065,6.04E-05,0.048
5.664,14.04200077,14.10735703,6.04E-05,0.048
5.665,14.04200077,14.0881443,6.04E-05,0.048
5.666,14.04200077,14.06924248,6.04E-05,0.048
5.667,14.04200077,14.0506525,6.04E-05,0.048
5.668,14.04200077,14.03237534,6.04E-05,0.048
5.669,14.04200077,14.01441193,6.04E-05,0.048
5.67,14.04200077,13.99676514,6.04E-05,0.048
5.671,14.04200077,13.97943306,6.04E-05,0.048
5.672,14.04200077,13.9624157,6.04E-05,0.048
5.673,14.04200077,13.94571495,6.04E-05,0.048
5.674,14.04200077,13.92933083,6.04E-05,0.048
5.675,14.04200077,13.91326141,6.04E-05,0.048
5.676,14.04200077,13.89750957,6.04E-05,0.048
5.677,14.04200077,13.8820734,6.04E-05,0.048
5.678,14.04200077,13.8669529,6.04E-05,0.048
5.679,14.04200077,13.83765793,6.04E-05,0.048
5.68,14.04200077,13.83765793,6.04E-05,0.048
5.681,14.04200077,13.82348156,6.04E-05,0.048
5.682,14.04200077,13.8096199,6.04E-05,0.048
5.683,14.04200077,13.7960701,6.04E-05,0.048
5.684,14.04200077,13.7828331,6.04E-05,0.048
5.685,14.04200077,13.76990795,6.04E-05,0.048
5.686,14.04200077,13.75729179,6.04E-05,0.048
5.687,14.04200077,13.74498558,6.04E-05,0.048
5.688,14.04200077,13.73298645,6.04E-05,0.048
5.689,14.04200077,13.72129345,6.04E-05,0.048
5.69,14.04200077,13.70990562,6.04E-05,0.048
5.691,14.04200077,13.69882107,6.04E-05,0.048
5.692,14.04200077,13.68803883,6.04E-05,0.048
5.693,14.04200077,13.66737366,6.04E-05,0.048
5.694,14.04200077,13.66737366,6.04E-05,0.048
5.695,14.04200077,13.65748596,6.04E-05,0.048
5.696,14.04200077,13.64789486,6.04E-05,0.048
5.697,12.3760004,13.57857037,6.04E-05,0.048
5.698,12.3760004,13.51063347,6.04E-05,0.048
5.699,12.3760004,13.44407177,6.04E-05,0.048
5.7,12.3760004,13.37887287,6.04E-05,0.048
5.701,12.3760004,13.31502342,6.04E-05,0.048
5.702,12.3760004,13.25251389,6.04E-05,0.048
5.703,12.3760004,13.191329,6.04E-05,0.048
5.704,12.3760004,13.13145828,6.04E-05,0.048
5.705,12.3760004,13.07288742,6.04E-05,0.048
5.706,12.3760004,13.01560593,6.04E-05,0.048
5.707,12.3760004,12.95959949,6.04E-05,0.048
5.708,12.3760004,12.90485573,6.04E-05,0.048
5.709,12.3760004,12.85136318,6.04E-05,0.048
5.71,12.3760004,12.79910851,6.04E-05,0.048
5.711,12.3760004,12.74807739,6.04E-05,0.048
5.712,12.3760004,12.69825935,6.04E-05,0.048
5.713,12.3760004,12.64964104,6.04E-05,0.048
5.714,12.3760004,12.60220814,6.04E-05,0.048
5.715,12.3760004,12.55594826,6.04E-05,0.048
5.716,12.3760004,12.51084995,6.04E-05,0.048
5.717,12.3760004,12.46689892,6.04E-05,0.048
5.718,12.3760004,12.4240818,6.04E-05,0.048
5.719,12.3760004,12.38238716,6.04E-05,0.048
5.72,12.3760004,12.34180069,6.04E-05,0.048
5.721,12.3760004,12.30230904,6.04E-05,0.048
5.722,12.3760004,12.26390076,6.04E-05,0.048
5.723,12.3760004,12.2265625,6.04E-05,0.048
5.724,12.3760004,12.19027901,6.04E-05,0.048
5.725,12.3760004,12.15503979,6.04E-05,0.048
5.726,12.3760004,12.12083054,6.04E-05,0.048
5.727,12.3760004,12.08763885,6.04E-05,0.048
5.728,12.3760004,12.05545139,6.04E-05,0.048
5.729,12.3760004,12.0242548,6.04E-05,0.048
5.73,12.3760004,11.99403572,6.04E-05,0.048
5.731,12.3760004,11.96478271,6.04E-05,0.048
5.732,12.3760004,11.93648052,6.04E-05,0.048
5.733,12.3760004,11.9091177,6.04E-05,0.048
5.734,12.3760004,11.88268089,6.04E-05,0.048
5.735,12.3760004,11.85715771,6.04E-05,0.048
5.736,12.3760004,11.83253384,6.04E-05,0.048
5.737,12.3760004,11.80879688,6.04E-05,0.048
5.738,12.3760004,11.78593445,6.04E-05,0.048
5.739,12.3760004,11.76393318,6.04E-05,0.048
5.74,12.3760004,11.74278069,6.04E-05,0.048
5.741,12.3760004,11.72246361,6.04E-05,0.048
5.742,12.3760004,11.70296955,6.04E-05,0.048
5.743,12.3760004,11.68428612,6.04E-05,0.048
5.744,12.3760004,11.666399,6.04E-05,0.048
5.745,12.3760004,11.64929771,6.04E-05,0.048
5.746,12.3760004,11.63296795,6.04E-05,0.048
5.747,12.3760004,11.61739826,6.04E-05,0.048
5.748,12.3760004,11.6025753,6.04E-05,0.048
5.749,12.3760004,11.58848763,6.04E-05,0.048
5.75,12.3760004,11.57512093,6.04E-05,0.048
5.751,12.3760004,11.56246471,6.04E-05,0.048
5.752,12.3760004,11.55050659,6.04E-05,0.048
5.753,12.3760004,11.53923321,6.04E-05,0.048
5.754,12.3760004,11.51869297,6.04E-05,0.048
5.755,12.3760004,11.50940228,6.04E-05,0.048
5.756,12.3760004,11.50940228,6.04E-05,0.048
5.757,10.03000069,11.41622257,6.04E-05,0.048
5.758,10.03000069,11.32521152,6.04E-05,0.048
5.759,10.03000069,11.23634338,6.04E-05,0.048
5.76,10.03000069,11.14959145,6.04E-05,0.048
5.761,10.03000069,11.06492996,6.04E-05,0.048
5.762,10.03000069,10.98233223,6.04E-05,0.048
5.763,10.03000069,10.90177441,6.04E-05,0.048
5.764,10.03000069,10.82322884,6.04E-05,0.048
5.765,10.03000069,10.74667168,6.04E-05,0.048
5.766,10.03000069,10.67207527,6.04E-05,0.048
5.767,10.03000069,10.59941483,6.04E-05,0.048
5.768,10.03000069,10.5286665,6.04E-05,0.048
5.769,10.03000069,10.45980358,6.04E-05,0.048
5.77,10.03000069,10.39280033,6.04E-05,0.048
5.771,10.03000069,10.3276329,6.04E-05,0.048
5.772,10.03000069,10.2642746,6.04E-05,0.048
5.773,10.03000069,10.20270252,6.04E-05,0.048
5.774,10.03000069,10.08481407,6.04E-05,0.048
5.775,10.03000069,10.08481407,6.04E-05,0.048
5.776,10.03000069,10.02844906,6.04E-05,0.048
5.777,10.03000069,9.973769188,6.04E-05,0.048
5.778,10.03000069,9.920752525,6.04E-05,0.048
5.779,10.03000069,9.869373322,6.04E-05,0.048
5.78,10.03000069,9.819606781,6.04E-05,0.048
5.781,10.03000069,9.771430016,6.04E-05,0.048
5.782,10.03000069,9.724819183,6.04E-05,0.048
5.783,10.03000069,9.679748535,6.04E-05,0.048
5.784,10.03000069,9.636196136,6.04E-05,0.048
5.785,10.03000069,9.594138145,6.04E-05,0.048
5.786,10.03000069,9.55355072,6.04E-05,0.048
5.787,10.03000069,9.514410019,6.04E-05,0.048
5.788,10.03000069,9.476693153,6.04E-05,0.048
5.789,10.03000069,9.440377235,6.04E-05,0.048
5.79,10.03000069,9.405438423,6.04E-05,0.048
5.791,10.03000069,9.371854782,6.04E-05,0.048
5.792,10.03000069,9.339604378,6.04E-05,0.048
5.793,10.03000069,9.308662415,6.04E-05,0.048
5.794,10.03000069,9.279007912,6.04E-05,0.048
5.795,10.03000069,9.250617981,6.04E-05,0.048
5.796,10.03000069,9.223471642,6.04E-05,0.048
5.797,10.03000069,9.197545052,6.04E-05,0.048
5.798,10.03000069,9.17281723,6.04E-05,0.048
5.799,10.03000069,9.149266243,6.04E-05,0.048
5.8,10.03000069,9.126871109,6.04E-05,0.048
5.801,10.03000069,9.105609894,6.04E-05,0.048
5.802,10.03000069,9.085461617,6.04E-05,0.048
5.803,10.03000069,9.066405296,6.04E-05,0.048
5.804,10.03000069,9.048418999,6.04E-05,0.048
5.805,10.03000069,9.03148365,6.04E-05,0.048
5.806,10.03000069,9.015577316,6.04E-05,0.048
5.807,10.03000069,9.000679016,6.04E-05,0.048
5.808,10.03000069,8.986769676,6.04E-05,0.048
5.809,10.03000069,8.973829269,6.04E-05,0.048
5.81,10.03000069,8.961836815,6.04E-05,0.048
5.811,10.03000069,8.950772285,6.04E-05,0.048
5.812,10.03000069,8.940617561,6.04E-05,0.048
5.813,10.03000069,8.931352615,6.04E-05,0.048
5.814,10.03000069,8.92295742,6.04E-05,0.048
5.815,10.03000069,8.915412903,6.04E-05,0.048
5.816,10.03000069,8.908700943,6.04E-05,0.048
5.817,9.027000427,8.866664886,6.04E-05,0.048
5.818,9.027000427,8.826084137,6.04E-05,0.048
5.819,9.027000427,8.786931992,6.04E-05,0.048
5.82,9.027000427,8.749187469,6.04E-05,0.048
5.821,9.027000427,8.712823868,6.04E-05,0.048
5.822,9.027000427,8.677818298,6.04E-05,0.048
5.823,9.027000427,8.644146919,6.04E-05,0.048
5.824,9.027000427,8.580712318,6.04E-05,0.048
5.825,9.027000427,8.580712318,6.04E-05,0.048
5.826,9.027000427,8.55090332,6.04E-05,0.048
5.827,9.027000427,8.522334099,6.04E-05,0.048
5.828,9.027000427,8.494983673,6.04E-05,0.048
5.829,9.027000427,8.468827248,6.04E-05,0.048
5.83,9.027000427,8.443844795,6.04E-05,0.048
5.831,9.027000427,8.420012474,6.04E-05,0.048
5.832,9.027000427,8.397309303,6.04E-05,0.048
5.833,9.027000427,8.375712395,6.04E-05,0.048
5.834,9.027000427,8.355199814,6.04E-05,0.048
5.835,9.027000427,8.335751534,6.04E-05,0.048
5.836,9.027000427,8.317344666,6.04E-05,0.048
5.837,9.027000427,8.299959183,6.04E-05,0.048
5.838,9.027000427,8.283573151,6.04E-05,0.048
5.839,9.027000427,8.268167496,6.04E-05,0.048
5.84,9.027000427,8.25371933,6.04E-05,0.048
5.841,9.027000427,8.240209579,6.04E-05,0.048
5.842,9.027000427,8.227618217,6.04E-05,0.048
5.843,9.027000427,8.215925217,6.04E-05,0.048
5.844,9.027000427,8.20511055,6.04E-05,0.048
5.845,9.027000427,8.195155144,6.04E-05,0.048
