time,distance,kf_distance[0],kf_msd[0].R,sigma_a[0]
1.23,12.35900021,14.08308792,6.04E-05,0.048
1.231,12.35900021,14.12304497,6.04E-05,0.048
1.232,12.35900021,14.16081142,6.04E-05,0.048
1.233,12.35900021,14.19643021,6.04E-05,0.048
1.234,12.35900021,14.22994614,6.04E-05,0.048
1.235,12.35900021,14.26139832,6.04E-05,0.048
1.236,12.35900021,14.29083157,6.04E-05,0.048
1.237,12.35900021,14.31828594,6.04E-05,0.048
1.238,12.35900021,14.34380436,6.04E-05,0.048
1.239,12.35900021,14.36742592,6.04E-05,0.048
1.24,12.35900021,14.38919258,6.04E-05,0.048
1.241,12.35900021,14.40914536,6.04E-05,0.048
1.242,12.35900021,14.42732239,6.04E-05,0.048
1.243,12.35900021,14.44376278,6.04E-05,0.048
1.244,12.35900021,14.45850658,6.04E-05,0.048
1.245,12.35900021,14.4715929,6.04E-05,0.048
1.246,12.35900021,14.48305893,6.04E-05,0.048
1.247,12.35900021,14.49294376,6.04E-05,0.048
1.248,12.35900021,14.50128365,6.04E-05,0.048
1.249,12.35900021,14.50811768,6.04E-05,0.048
1.25,12.35900021,14.51348114,6.04E-05,0.048
1.251,12.35900021,14.51740932,6.04E-05,0.048
1.252,12.35900021,14.51994038,6.04E-05,0.048
1.253,12.35900021,14.52110863,6.04E-05,0.048
1.254,12.35900021,14.52095032,6.04E-05,0.048
1.255,12.35900021,14.51949978,6.04E-05,0.048
1.256,12.35900021,14.51679134,6.04E-05,0.048
1.257,15.75900078,14.63535976,6.04E-05,0.048
1.258,15.75900078,14.75050068,6.04E-05,0.048
1.259,15.75900078,14.86226845,6.04E-05,0.048
1.26,15.75900078,14.97071552,6.04E-05,0.048
1.261,15.75900078,15.07589531,6.04E-05,0.048
1.262,15.75900078,15.17786121,6.04E-05,0.048
1.263,15.75900078,15.27666473,6.04E-05,0.048
1.264,15.75900078,15.37235832,6.04E-05,0.048
1.265,15.75900078,15.46499252,6.04E-05,0.048
1.266,15.75900078,15.55461884,6.04E-05,0.048
1.267,15.75900078,15.6412878,6.04E-05,0.048
1.268,15.75900078,15.72504997,6.04E-05,0.048
1.269,15.75900078,15.80595398,6.04E-05,0.048
1.27,15.75900078,15.88405132,6.04E-05,0.048
1.271,15.75900078,15.95938969,6.04E-05,0.048
1.272,15.75900078,16.03201675,6.04E-05,0.048
1.273,15.75900078,16.10198402,6.04E-05,0.048
1.274,15.75900078,16.16933632,6.04E-05,0.048
1.275,15.75900078,16.23412132,6.04E-05,0.048
1.276,15.75900078,16.29638672,6.04E-05,0.048
1.277,15.75900078,16.35617828,6.04E-05,0.048
1.278,15.75900078,16.4135437,6.04E-05,0.048
1.279,15.75900078,16.46852684,6.04E-05,0.048
1.28,15.75900078,16.52117538,6.04E-05,0.048
1.281,15.75900078,16.5715332,6.04E-05,0.048
1.282,15.75900078,16.61964226,6.04E-05,0.048
1.283,15.75900078,16.66555023,6.04E-05,0.048
1.284,15.75900078,16.70929718,6.04E-05,0.048
1.285,15.75900078,16.75093079,6.04E-05,0.048
1.286,15.75900078,16.7904911,6.04E-05,0.048
1.287,15.75900078,16.8280201,6.04E-05,0.048
1.288,15.75900078,16.86355972,6.04E-05,0.048
1.289,15.75900078,16.89715576,6.04E-05,0.048
1.29,15.75900078,16.92884254,6.04E-05,0.048
1.291,15.75900078,16.95866585,6.04E-05,0.048
1.292,15.75900078,16.98666382,6.04E-05,0.048
1.293,15.75900078,17.01287651,6.04E-05,0.048
1.294,15.75900078,17.03734398,6.04E-05,0.048
1.295,15.75900078,17.06010628,6.04E-05,0.048
1.296,15.75900078,17.08119965,6.04E-05,0.048
1.297,15.75900078,17.10066414,6.04E-05,0.048
1.298,15.75900078,17.118536,6.04E-05,0.048
1.299,15.75900078,17.13485336,6.04E-05,0.048
1.3,15.75900078,17.14965439,6.04E-05,0.048
1.301,15.75900078,17.1629734,6.04E-05,0.048
1.302,15.75900078,17.17484665,6.04E-05,0.048
1.303,15.75900078,17.18531227,6.04E-05,0.048
1.304,15.75900078,17.19440269,6.04E-05,0.048
1.305,15.75900078,17.20215607,6.04E-05,0.048
1.306,15.75900078,17.20860291,6.04E-05,0.048
1.307,15.75900078,17.21377754,6.04E-05,0.048
1.308,15.75900078,17.21771622,6.04E-05,0.048
1.309,15.75900078,17.22045135,6.04E-05,0.048
1.31,15.75900078,17.22201538,6.04E-05,0.048
1.311,15.75900078,17.22243881,6.04E-05,0.048
1.312,15.75900078,17.22175598,6.04E-05,0.048
1.313,15.75900078,17.2199955,6.04E-05,0.048
1.314,15.75900078,17.2171917,6.04E-05,0.048
1.315,15.75900078,17.21337509,6.04E-05,0.048
1.316,15.75900078,17.20857239,6.04E-05,0.048
1.317,16.71100044,17.23711777,6.04E-05,0.048
1.318,16.71100044,17.26411057,6.04E-05,0.048
1.319,16.71100044,17.28958893,6.04E-05,0.048
1.32,16.71100044,17.31358337,6.04E-05,0.048
1.321,16.71100044,17.33613205,6.04E-05,0.048
1.322,16.71100044,17.35726547,6.04E-05,0.048
1.323,16.71100044,17.37701607,6.04E-05,0.048
1.324,16.71100044,17.39542007,6.04E-05,0.048
1.325,16.71100044,17.4125061,6.04E-05,0.048
1.326,16.71100044,17.42831039,6.04E-05,0.048
1.327,16.71100044,17.44285965,6.04E-05,0.048
1.328,16.71100044,17.4561882,6.04E-05,0.048
1.329,16.71100044,17.46832466,6.04E-05,0.048
1.33,16.71100044,17.47930145,6.04E-05,0.048
1.331,16.71100044,17.48914719,6.04E-05,0.048
1.332,16.71100044,17.49789429,6.04E-05,0.048
1.333,16.71100044,17.50556564,6.04E-05,0.048
1.334,16.71100044,17.51219559,6.04E-05,0.048
1.335,16.71100044,17.51781082,6.04E-05,0.048
1.336,16.71100044,17.52243996,6.04E-05,0.048
1.337,16.71100044,17.5261097,6.04E-05,0.048
1.338,16.71100044,17.52884674,6.04E-05,0.048
1.339,16.71100044,17.5306778,6.04E-05,0.048
1.34,16.71100044,17.53163147,6.04E-05,0.048
1.341,16.71100044,17.53173065,6.04E-05,0.048
1.342,16.71100044,17.53100395,6.04E-05,0.048
1.343,16.71100044,17.52947617,6.04E-05,0.048
1.344,16.71100044,17.52717018,6.04E-05,0.048
1.345,16.71100044,17.5241127,6.04E-05,0.048
1.346,16.71100044,17.52032661,6.04E-05,0.048
1.347,16.71100044,17.51583672,6.04E-05,0.048
1.348,16.71100044,17.51066589,6.04E-05,0.048
1.349,16.71100044,17.50483704,6.04E-05,0.048
1.35,16.71100044,17.49837494,6.04E-05,0.048
1.351,16.71100044,17.49129868,6.04E-05,0.048
1.352,16.71100044,17.48363113,6.04E-05,0.048
1.353,16.71100044,17.4753952,6.04E-05,0.048
1.354,16.71100044,17.46660995,6.04E-05,0.048
1.355,16.71100044,17.45730019,6.04E-05,0.048
1.356,16.71100044,17.44748306,6.04E-05,0.048
1.357,16.71100044,17.43718147,6.04E-05,0.048
1.358,16.71100044,17.42641258,6.04E-05,0.048
1.359,16.71100044,17.41519737,6.04E-05,0.048
1.36,16.71100044,17.40355492,6.04E-05,0.048
1.361,16.71100044,17.39150238,6.04E-05,0.048
1.362,16.71100044,17.37906265,6.04E-05,0.048
1.363,16.71100044,17.36624908,6.04E-05,0.048
1.364,16.71100044,17.35308266,6.04E-05,0.048
1.365,16.71100044,17.33957863,6.04E-05,0.048
1.366,16.71100044,17.32575607,6.04E-05,0.048
1.367,16.71100044,17.31163025,6.04E-05,0.048
1.368,16.71100044,17.29722023,6.04E-05,0.048
1.369,16.71100044,17.28253937,6.04E-05,0.048
1.37,16.71100044,17.26760483,6.04E-05,0.048
1.371,16.71100044,17.25243378,6.04E-05,0.048
1.372,16.71100044,17.23703766,6.04E-05,0.048
1.373,16.71100044,17.22143555,6.04E-05,0.048
1.374,16.71100044,17.20563889,6.04E-05,0.048
1.375,16.71100044,17.18966293,6.04E-05,0.048
1.376,16.71100044,17.17352295,6.04E-05,0.048
1.377,17.0340004,17.16887093,6.04E-05,0.048
1.378,17.0340004,17.16386795,6.04E-05,0.048
1.379,17.0340004,17.15852928,6.04E-05,0.048
1.38,17.0340004,17.15287018,6.04E-05,0.048
1.381,17.0340004,17.1469059,6.04E-05,0.048
1.382,17.0340004,17.1406517,6.04E-05,0.048
1.383,17.0340004,17.13411713,6.04E-05,0.048
1.384,17.0340004,17.12732124,6.04E-05,0.048
1.385,17.0340004,17.12027359,6.04E-05,0.048
1.386,17.0340004,17.11299133,6.04E-05,0.048
1.387,17.0340004,17.1054821,6.04E-05,0.048
1.388,17.0340004,17.09776306,6.04E-05,0.048
1.389,17.0340004,17.08984375,6.04E-05,0.048
1.39,17.0340004,17.08173561,6.04E-05,0.048
1.391,17.0340004,17.0734539,6.04E-05,0.048
1.392,17.0340004,17.06500626,6.04E-05,0.048
1.393,17.0340004,17.05640793,6.04E-05,0.048
1.394,17.0340004,17.04766846,6.04E-05,0.048
1.395,17.0340004,17.03879547,6.04E-05,0.048
1.396,17.0340004,17.02980423,6.04E-05,0.048
1.397,17.0340004,17.02070236,6.04E-05,0.048
1.398,17.0340004,17.0114994,6.04E-05,0.048
1.399,17.0340004,17.0022068,6.04E-05,0.048
1.4,17.0340004,16.99283409,6.04E-05,0.048
1.401,17.0340004,16.9833889,6.04E-05,0.048
1.402,17.0340004,16.97388077,6.04E-05,0.048
1.403,17.0340004,16.96432114,6.04E-05,0.048
1.404,17.0340004,16.95471573,6.04E-05,0.048
1.405,17.0340004,16.94507408,6.04E-05,0.048
1.406,17.0340004,16.93540382,6.04E-05,0.048
1.407,17.0340004,16.92571259,6.04E-05,0.048
1.408,17.0340004,16.91601181,6.04E-05,0.048
1.409,17.0340004,16.90630341,6.04E-05,0.048
1.41,17.0340004,16.89659882,6.04E-05,0.048
1.411,17.0340004,16.88690186,6.04E-05,0.048
1.412,17.0340004,16.87722397,6.04E-05,0.048
1.413,17.0340004,16.86756897,6.04E-05,0.048
1.414,17.0340004,16.85794258,6.04E-05,0.048
1.415,17.0340004,16.84835243,6.04E-05,0.048
1.416,17.0340004,16.83880424,6.04E-05,0.048
1.417,17.0340004,16.82930374,6.04E-05,0.048
1.418,17.0340004,16.81985855,6.04E-05,0.048
1.419,17.0340004,16.81047058,6.04E-05,0.048
1.42,17.0340004,16.80115128,6.04E-05,0.048
1.421,17.0340004,16.79189873,6.04E-05,0.048
1.422,17.0340004,16.78272247,6.04E-05,0.048
1.423,17.0340004,16.77362633,6.04E-05,0.048
1.424,17.0340004,16.76461411,6.04E-05,0.048
1.425,17.0340004,16.75569153,6.04E-05,0.048
1.426,17.0340004,16.74686241,6.04E-05,0.048
1.427,17.0340004,16.73813248,6.04E-05,0.048
1.428,17.0340004,16.72950172,6.04E-05,0.048
1.429,17.0340004,16.72097778,6.04E-05,0.048
1.43,17.0340004,16.71256256,6.04E-05,0.048
1.431,17.0340004,16.70426178,6.04E-05,0.048
1.432,17.0340004,16.69607544,6.04E-05,0.048
1.433,17.0340004,16.68800926,6.04E-05,0.048
1.434,17.0340004,16.68006516,6.04E-05,0.048
1.435,17.0340004,16.67224884,6.04E-05,0.048
1.436,17.0340004,16.66455841,6.04E-05,0.048
1.437,15.38500118,16.59758568,6.04E-05,0.048
1.438,15.38500118,16.53183365,6.04E-05,0.048
1.439,15.38500118,16.46729088,6.04E-05,0.048
1.44,15.38500118,16.40395164,6.04E-05,0.048
1.441,15.38500118,16.34180832,6.04E-05,0.048
1.442,15.38500118,16.28085327,6.04E-05,0.048
1.443,15.38500118,16.22107697,6.04E-05,0.048
1.444,15.38500118,16.16247177,6.04E-05,0.048
1.445,15.38500118,16.10502815,6.04E-05,0.048
1.446,15.38500118,16.04874039,6.04E-05,0.048
1.447,15.38500118,15.99359703,6.04E-05,0.048
1.448,15.38500118,15.93959045,6.04E-05,0.048
1.449,15.38500118,15.88671303,6.04E-05,0.048
1.45,15.38500118,15.83495522,6.04E-05,0.048
1.451,15.38500118,15.78430653,6.04E-05,0.048
1.452,15.38500118,15.73476028,6.04E-05,0.048
1.453,15.38500118,15.686306,6.04E-05,0.048
1.454,15.38500118,15.63893318,6.04E-05,0.048
1.455,15.38500118,15.59263515,6.04E-05,0.048
1.456,15.38500118,15.54740047,6.04E-05,0.048
1.457,15.38500118,15.50322056,6.04E-05,0.048
1.458,15.38500118,15.46008492,6.04E-05,0.048
1.459,15.38500118,15.41798496,6.04E-05,0.048
1.46,15.38500118,15.37690926,6.04E-05,0.048
1.461,15.38500118,15.33684921,6.04E-05,0.048
1.462,15.38500118,15.2977953,6.04E-05,0.048
1.463,15.38500118,15.25973701,6.04E-05,0.048
1.464,15.38500118,15.22266293,6.04E-05,0.048
1.465,15.38500118,15.18656445,6.04E-05,0.048
1.466,15.38500118,15.15143108,6.04E-05,0.048
1.467,15.38500118,15.11725235,6.04E-05,0.048
1.468,15.38500118,15.08401775,6.04E-05,0.048
1.469,15.38500118,15.05171776,6.04E-05,0.048
1.47,15.38500118,15.02034187,6.04E-05,0.048
1.471,15.38500118,14.98987865,6.04E-05,0.048
1.472,15.38500118,14.96031857,6.04E-05,0.048
1.473,15.38500118,14.93165112,6.04E-05,0.048
1.474,15.38500118,14.90386581,6.04E-05,0.048
1.475,15.38500118,14.87695122,6.04E-05,0.048
1.476,15.38500118,14.85089684,6.04E-05,0.048
1.477,15.38500118,14.82569408,6.04E-05,0.048
1.478,15.38500118,14.80133057,6.04E-05,0.048
1.479,15.38500118,14.77779484,6.04E-05,0.048
1.48,15.38500118,14.75507736,6.04E-05,0.048
1.481,15.38500118,14.73316765,6.04E-05,0.048
1.482,15.38500118,14.71205425,6.04E-05,0.048
1.483,15.38500118,14.69172668,6.04E-05,0.048
1.484,15.38500118,14.67217445,6.04E-05,0.048
1.485,15.38500118,14.65338707,6.04E-05,0.048
1.486,15.38500118,14.63535309,6.04E-05,0.048
1.487,15.38500118,14.61806107,6.04E-05,0.048
1.488,15.38500118,14.60150337,6.04E-05,0.048
1.489,15.38500118,14.58566475,6.04E-05,0.048
1.49,15.38500118,14.57053852,6.04E-05,0.048
1.491,15.38500118,14.55611229,6.04E-05,0.048
1.492,15.38500118,14.54237461,6.04E-05,0.048
1.493,15.38500118,14.52931595,6.04E-05,0.048
1.494,15.38500118,14.51692486,6.04E-05,0.048
1.495,15.38500118,14.5051918,6.04E-05,0.048
1.496,12.03600025,14.37344074,6.04E-05,0.048
1.497,12.03600025,14.24452972,6.04E-05,0.048
1.498,12.03600025,14.11842728,6.04E-05,0.048
1.499,12.03600025,13.99510384,6.04E-05,0.048
1.5,12.03600025,13.87452698,6.04E-05,0.048
1.501,12.03600025,13.75666618,6.04E-05,0.048
1.502,12.03600025,13.64149094,6.04E-05,0.048
1.503,12.03600025,13.52897167,6.04E-05,0.048
1.504,12.03600025,13.41907597,6.04E-05,0.048
1.505,12.03600025,13.31177425,6.04E-05,0.048
1.506,12.03600025,13.20703506,6.04E-05,0.048
1.507,12.03600025,13.10482883,6.04E-05,0.048
1.508,12.03600025,13.00512409,6.04E-05,0.048
1.509,12.03600025,12.90789127,6.04E-05,0.048
1.51,12.03600025,12.81309986,6.04E-05,0.048
1.511,12.03600025,12.72071934,6.04E-05,0.048
1.512,12.03600025,12.63072014,6.04E-05,0.048
1.513,12.03600025,12.54307079,6.04E-05,0.048
1.514,12.03600025,12.45774174,6.04E-05,0.048
1.515,12.03600025,12.37470341,6.04E-05,0.048
1.516,12.03600025,12.29392624,6.04E-05,0.048
1.517,12.03600025,12.21537876,6.04E-05,0.048
1.518,12.03600025,12.13903236,6.04E-05,0.048
1.519,12.03600025,12.06485748,6.04E-05,0.048
1.52,12.03600025,11.99282455,6.04E-05,0.048
1.521,12.03600025,11.92290306,6.04E-05,0.048
1.522,12.03600025,11.85506439,6.04E-05,0.048
1.523,12.03600025,11.78927898,6.04E-05,0.048
1.524,12.03600025,11.72551823,6.04E-05,0.048
1.525,12.03600025,11.6637516,6.04E-05,0.048
1.526,12.03600025,11.60395241,6.04E-05,0.048
1.527,12.03600025,11.54608917,6.04E-05,0.048
1.528,12.03600025,11.49013519,6.04E-05,0.048
1.529,12.03600025,11.43606091,6.04E-05,0.048
1.53,12.03600025,11.38383865,6.04E-05,0.048
1.531,12.03600025,11.33343887,6.04E-05,0.048
1.532,12.03600025,11.28483295,6.04E-05,0.048
1.533,12.03600025,11.23799419,6.04E-05,0.048
1.534,12.03600025,11.19289398,6.04E-05,0.048
1.535,12.03600025,11.14950466,6.04E-05,0.048
1.536,12.03600025,11.10779858,6.04E-05,0.048
1.537,12.03600025,11.06774807,6.04E-05,0.048
1.538,12.03600025,11.02932549,6.04E-05,0.048
1.539,12.03600025,10.99250317,6.04E-05,0.048
1.54,12.03600025,10.95725441,6.04E-05,0.048
1.541,12.03600025,10.92355251,6.04E-05,0.048
1.542,12.03600025,10.89137077,6.04E-05,0.048
1.543,12.03600025,10.86068249,6.04E-05,0.048
1.544,12.03600025,10.83146,6.04E-05,0.048
1.545,12.03600025,10.80367851,6.04E-05,0.048
1.546,12.03600025,10.77731133,6.04E-05,0.048
1.547,12.03600025,10.75233269,6.04E-05,0.048
1.548,12.03600025,10.72871685,6.04E-05,0.048
1.549,12.03600025,10.70643711,6.04E-05,0.048
1.55,12.03600025,10.68546963,6.04E-05,0.048
1.551,12.03600025,10.6657877,6.04E-05,0.048
1.552,12.03600025,10.64736748,6.04E-05,0.048
1.553,12.03600025,10.63018227,6.04E-05,0.048
1.554,12.03600025,10.61420918,6.04E-05,0.048
1.555,12.03600025,10.59942341,6.04E-05,0.048
1.556,8.024000168,10.44124889,6.04E-05,0.048
1.557,8.024000168,10.28685284,6.04E-05,0.048
1.558,8.024000168,10.1361866,6.04E-05,0.048
1.559,8.024000168,9.989202499,6.04E-05,0.048
1.56,8.024000168,9.845852852,6.04E-05,0.048
1.561,8.024000168,9.706089973,6.04E-05,0.048
1.562,8.024000168,9.56986618,6.04E-05,0.048
1.563,8.024000168,9.437133789,6.04E-05,0.048
1.564,8.024000168,9.307847023,6.04E-05,0.048
1.565,8.024000168,9.181957245,6.04E-05,0.048
1.566,8.024000168,9.059419632,6.04E-05,0.048
1.567,8.024000168,8.940186501,6.04E-05,0.048
1.568,8.024000168,8.824212074,6.04E-05,0.048
1.569,8.024000168,8.711450577,6.04E-05,0.048
1.57,8.024000168,8.601856232,6.04E-05,0.048
1.571,8.024000168,8.495384216,6.04E-05,0.048
1.572,8.024000168,8.391987801,6.04E-05,0.048
1.573,8.024000168,8.291622162,6.04E-05,0.048
1.574,8.024000168,8.194244385,6.04E-05,0.048
1.575,8.024000168,8.099807739,6.04E-05,0.048
1.576,8.024000168,8.008268356,6.04E-05,0.048
1.577,8.024000168,7.919583321,6.04E-05,0.048
1.578,8.024000168,7.833707809,6.04E-05,0.048
1.579,8.024000168,7.750597954,6.04E-05,0.048
1.58,8.024000168,7.670211315,6.04E-05,0.048
1.581,8.024000168,7.592504501,6.04E-05,0.048
1.582,8.024000168,7.51743412,6.04E-05,0.048
1.583,8.024000168,7.444958687,6.04E-05,0.048
1.584,8.024000168,7.375035286,6.04E-05,0.048
1.585,8.024000168,7.307621956,6.04E-05,0.048
1.586,8.024000168,7.242677212,6.04E-05,0.048
1.587,8.024000168,7.180159569,6.04E-05,0.048
1.588,8.024000168,7.120027542,6.04E-05,0.048
1.589,8.024000168,7.062240124,6.04E-05,0.048
1.59,8.024000168,7.006757259,6.04E-05,0.048
1.591,8.024000168,6.953537941,6.04E-05,0.048
1.592,8.024000168,6.902542591,6.04E-05,0.048
1.593,8.024000168,6.853731155,6.04E-05,0.048
1.594,8.024000168,6.807064533,6.04E-05,0.048
1.595,8.024000168,6.76250267,6.04E-05,0.048
1.596,8.024000168,6.720007896,6.04E-05,0.048
1.597,8.024000168,6.679541111,6.04E-05,0.048
1.598,8.024000168,6.64106369,6.04E-05,0.048
1.599,8.024000168,6.604537964,6.04E-05,0.048
1.6,8.024000168,6.569926262,6.04E-05,0.048
1.601,8.024000168,6.537191391,6.04E-05,0.048
1.602,8.024000168,6.506295681,6.04E-05,0.048
1.603,8.024000168,6.477202892,6.04E-05,0.048
1.604,8.024000168,6.449876785,6.04E-05,0.048
1.605,8.024000168,6.424280167,6.04E-05,0.048
1.606,8.024000168,6.400378704,6.04E-05,0.048
1.607,8.024000168,6.378135681,6.04E-05,0.048
1.608,8.024000168,6.357517242,6.04E-05,0.048
1.609,8.024000168,6.338486671,6.04E-05,0.048
1.61,8.024000168,6.321011543,6.04E-05,0.048
1.611,8.024000168,6.305056572,6.04E-05,0.048
1.612,8.024000168,6.290587425,6.04E-05,0.048
1.613,8.024000168,6.277571678,6.04E-05,0.048
1.614,8.024000168,6.265975952,6.04E-05,0.048
1.615,8.024000168,6.255766869,6.04E-05,0.048
1.616,4.539000034,6.121348381,6.04E-05,0.048
1.617,4.539000034,5.990545273,6.04E-05,0.048
1.618,4.539000034,5.863304615,6.04E-05,0.048
1.619,4.539000034,5.739573479,6.04E-05,0.048
1.62,4.539000034,5.619299889,6.04E-05,0.048
1.621,4.539000034,5.502431393,6.04E-05,0.048
1.622,4.539000034,5.388916492,6.04E-05,0.048
1.623,4.539000034,5.278704166,6.04E-05,0.048
1.624,4.539000034,5.171743393,6.04E-05,0.048
1.625,4.539000034,5.06798315,6.04E-05,0.048
1.626,4.539000034,4.967373371,6.04E-05,0.048
1.627,4.539000034,4.869864464,6.04E-05,0.048
1.628,4.539000034,4.775406837,6.04E-05,0.048
1.629,4.539000034,4.683951378,6.04E-05,0.048
1.63,4.539000034,4.595448494,6.04E-05,0.048
1.631,4.539000034,4.509850025,6.04E-05,0.048
1.632,4.539000034,4.427108288,6.04E-05,0.048
1.633,4.539000034,4.347175121,6.04E-05,0.048
1.634,4.539000034,4.270002842,6.04E-05,0.048
1.635,4.539000034,4.19554472,6.04E-05,0.048
1.636,4.539000034,4.123754501,6.04E-05,0.048
1.637,4.539000034,4.054584503,6.04E-05,0.048
1.638,4.539000034,3.987989902,6.04E-05,0.048
1.639,4.539000034,3.923924923,6.04E-05,0.048
1.64,4.539000034,3.862344265,6.04E-05,0.048
1.641,4.539000034,3.803203106,6.04E-05,0.048
1.642,4.539000034,3.746456146,6.04E-05,0.048
1.643,4.539000034,3.692060471,6.04E-05,0.048
1.644,4.539000034,3.639970779,6.04E-05,0.048
1.645,4.539000034,3.590145111,6.04E-05,0.048
1.646,4.539000034,3.542539597,6.04E-05,0.048
1.647,4.539000034,3.497112274,6.04E-05,0.048
1.648,4.539000034,3.453820705,6.04E-05,0.048
1.649,4.539000034,3.412622452,6.04E-05,0.048
1.65,4.539000034,3.373476028,6.04E-05,0.048
1.651,4.539000034,3.336341381,6.04E-05,0.048
1.652,4.539000034,3.301177025,6.04E-05,0.048
1.653,4.539000034,3.267942905,6.04E-05,0.048
1.654,4.539000034,3.236598492,6.04E-05,0.048
1.655,4.539000034,3.207104683,6.04E-05,0.048
1.656,4.539000034,3.179422379,6.04E-05,0.048
1.657,4.539000034,3.153512478,6.04E-05,0.048
1.658,4.539000034,3.129336357,6.04E-05,0.048
1.659,4.539000034,3.106856346,6.04E-05,0.048
1.66,4.539000034,3.086034775,6.04E-05,0.048
1.661,4.539000034,3.06683445,6.04E-05,0.048
1.662,4.539000034,3.049218655,6.04E-05,0.048
1.663,4.539000034,3.033150196,6.04E-05,0.048
1.664,4.539000034,3.018593788,6.04E-05,0.048
1.665,4.539000034,3.005513668,6.04E-05,0.048
1.666,4.539000034,2.99387455,6.04E-05,0.048
1.667,4.539000034,2.983641148,6.04E-05,0.048
1.668,4.539000034,2.974779606,6.04E-05,0.048
1.669,4.539000034,2.967255592,6.04E-05,0.048
1.67,4.539000034,2.961034775,6.04E-05,0.048
1.671,4.539000034,2.956084728,6.04E-05,0.048
1.672,4.539000034,2.952371597,6.04E-05,0.048
1.673,4.539000034,2.949863911,6.04E-05,0.048
1.674,4.539000034,2.94852829,6.04E-05,0.048
1.675,4.539000034,2.948334694,6.04E-05,0.048
1.676,3.893000126,2.925974846,6.04E-05,0.048
1.677,3.893000126,2.905118942,6.04E-05,0.048
1.678,3.893000126,2.885732651,6.04E-05,0.048
1.679,3.893000126,2.867782116,6.04E-05,0.048
1.68,3.893000126,2.851232529,6.04E-05,0.048
1.681,3.893000126,2.836051464,6.04E-05,0.048
1.682,3.893000126,2.822205544,6.04E-05,0.048
1.683,3.893000126,2.809662819,6.04E-05,0.048
1.684,3.893000126,2.798390865,6.04E-05,0.048
1.685,3.893000126,2.788358212,6.04E-05,0.048
1.686,3.893000126,2.779533386,6.04E-05,0.048
1.687,3.893000126,2.771884918,6.04E-05,0.048
1.688,3.893000126,2.765382767,6.04E-05,0.048
1.689,3.893000126,2.759996414,6.04E-05,0.048
1.69,3.893000126,2.755696774,6.04E-05,0.048
1.691,3.893000126,2.752453804,6.04E-05,0.048
1.692,3.893000126,2.750238895,6.04E-05,0.048
1.693,3.893000126,2.749022484,6.04E-05,0.048
1.694,3.893000126,2.74877739,6.04E-05,0.048
1.695,3.893000126,2.749475002,6.04E-05,0.048
1.696,3.893000126,2.751088619,6.04E-05,0.048
1.697,3.893000126,2.753590107,6.04E-05,0.048
1.698,3.893000126,2.756953716,6.04E-05,0.048
1.699,3.893000126,2.761152267,6.04E-05,0.048
1.7,3.893000126,2.766160011,6.04E-05,0.048
1.701,3.893000126,2.771951199,6.04E-05,0.048
1.702,3.893000126,2.778501511,6.04E-05,0.048
1.703,3.893000126,2.785784721,6.04E-05,0.048
1.704,3.893000126,2.793776989,6.04E-05,0.048
1.705,3.893000126,2.802453995,6.04E-05,0.048
1.706,3.893000126,2.811792374,6.04E-05,0.048
1.707,3.893000126,2.821768284,6.04E-05,0.048
1.708,3.893000126,2.832358837,6.04E-05,0.048
1.709,3.893000126,2.843541622,6.04E-05,0.048
1.71,3.893000126,2.855294228,6.04E-05,0.048
1.711,3.893000126,2.867594242,6.04E-05,0.048
1.712,3.893000126,2.880420208,6.04E-05,0.048
1.713,3.893000126,2.893751144,6.04E-05,0.048
1.714,3.893000126,2.907566071,6.04E-05,0.048
1.715,3.893000126,2.921844006,6.04E-05,0.048
1.716,3.893000126,2.936565399,6.04E-05,0.048
1.717,3.893000126,2.951710224,6.04E-05,0.048
1.718,3.893000126,2.967258453,6.04E-05,0.048
1.719,3.893000126,2.98319149,6.04E-05,0.048
1.72,3.893000126,2.999490261,6.04E-05,0.048
1.721,3.893000126,3.016136646,6.04E-05,0.048
1.722,3.893000126,3.033112049,6.04E-05,0.048
