time,distance,kf_distance[0]
5.438,9.027000427,9.596291542
5.439,9.027000427,9.59945488
5.441,9.027000427,9.605073929
5.442,9.027000427,9.607536316
5.443,9.027000427,9.609772682
5.444,9.027000427,9.611785889
5.445,9.027000427,9.61357975
5.446,9.027000427,9.615158081
5.447,9.027000427,9.61652565
5.449,9.027000427,9.618638992
5.45,9.027000427,9.619392395
5.451,9.027000427,9.619948387
5.453,9.027000427,9.620482445
5.454,9.027000427,9.62046814
5.455,9.027000427,9.620270729
5.456,9.027000427,9.619893074
5.457,9.027000427,9.619339943
5.458,9.027000427,9.618613243
5.459,9.027000427,9.617716789
5.461,9.707000732,9.636606216
5.462,9.707000732,9.656064034
5.463,9.707000732,9.675035477
5.464,9.707000732,9.693525314
5.465,9.707000732,9.711541176
5.466,9.707000732,9.72908783
5.468,9.707000732,9.762797356
5.469,9.707000732,9.778972626
5.47,9.707000732,9.79470253
5.471,9.707000732,9.80999279
5.472,9.707000732,9.824849129
5.473,9.707000732,9.839277267
5.474,9.707000732,9.853282928
5.475,9.707000732,9.880050659
5.477,9.707000732,9.892823219
5.478,9.707000732,9.905197144
5.479,9.707000732,9.917176247
5.48,9.707000732,9.928767204
5.481,9.707000732,9.939975739
5.482,9.707000732,9.950805664
5.483,9.707000732,9.96126461
5.484,9.707000732,9.971356392
5.485,9.707000732,9.981087685
5.486,9.707000732,9.990463257
5.488,9.707000732,10.00816917
5.489,9.707000732,10.01651001
5.49,9.707000732,10.02451611
5.491,9.707000732,10.03219318
5.492,9.707000732,10.03954697
5.493,9.707000732,10.04658127
5.494,9.707000732,10.05330276
5.495,9.707000732,10.05971622
5.496,9.707000732,10.06582546
5.498,9.707000732,10.07715416
5.499,9.707000732,10.08238411
5.501,9.707000732,10.0919981
5.502,9.707000732,10.09639263
5.503,9.707000732,10.10051823
5.504,9.707000732,10.10437965
5.505,9.707000732,10.10798264
5.506,9.707000732,10.11133099
5.507,9.707000732,10.11442947
5.508,9.707000732,10.11728382
5.51,9.707000732,10.1222744
5.511,9.707000732,10.12442017
5.512,9.707000732,10.12633991
5.513,9.707000732,10.12803745
5.514,9.707000732,10.1295166
5.516,9.707000732,10.13184071
5.517,9.707000732,10.13269329
5.518,9.707000732,10.1333456
5.519,9.707000732,10.13380146
5.52,9.707000732,10.13406563
5.522,11.7300005,10.25903416
5.523,11.7300005,10.31976604
5.524,11.7300005,10.37934589
5.525,11.7300005,10.4377861
5.526,11.7300005,10.49509716
5.527,11.7300005,10.55129242
5.528,11.7300005,10.60638237
5.529,11.7300005,10.71329594
5.531,11.7300005,10.76514244
5.532,11.7300005,10.81593132
5.533,11.7300005,10.86567307
5.534,11.7300005,10.91438103
5.535,11.7300005,10.96206474
5.536,11.7300005,11.00873756
5.537,11.7300005,11.05440903
5.538,11.7300005,11.09909248
5.54,11.7300005,11.18553638
5.541,11.7300005,11.22731972
5.542,11.7300005,11.26815987
5.543,11.7300005,11.30806637
5.544,11.7300005,11.34705162
5.545,11.7300005,11.38512611
5.546,11.7300005,11.42230129
5.548,11.7300005,11.49399662
5.549,11.7300005,11.5285387
5.55,11.7300005,11.56222439
5.551,11.7300005,11.59506512
5.552,11.7300005,11.62707138
5.553,11.7300005,11.65825462
5.555,11.7300005,11.71819019
5.556,11.7300005,11.74696541
5.557,11.7300005,11.77495766
5.558,11.7300005,11.80218029
5.559,11.7300005,11.82864189
5.56,11.7300005,11.85435295
5.562,11.7300005,11.9035635
5.563,11.7300005,11.92708492
5.564,11.7300005,11.94989586
5.565,11.7300005,11.97200775
5.566,11.7300005,11.99343014
5.567,11.7300005,12.01417255
5.568,11.7300005,12.03424549
5.569,11.7300005,12.05365753
5.571,11.7300005,12.09054184
5.572,11.7300005,12.10803318
5.573,11.7300005,12.12490273
5.574,11.7300005,12.14116096
5.575,11.7300005,12.15681648
5.576,11.7300005,12.17187977
5.577,11.7300005,12.18635941
5.579,11.7300005,12.21360493
5.579,11.7300005,12.22638893
5.581,12.05300045,12.24868488
5.582,12.05300045,12.27028465
5.583,12.05300045,12.29119873
5.584,12.05300045,12.31143665
5.585,12.05300045,12.33100891
5.586,12.05300045,12.34992599
5.587,12.05300045,12.36819649
5.588,12.05300045,12.38583183
5.589,12.05300045,12.40284157
5.59,12.05300045,12.41923523
5.592,12.05300045,12.45021343
5.593,12.05300045,12.46481705
5.594,12.05300045,12.47884274
5.595,12.05300045,12.49230003
5.597,12.05300045,12.51754951
5.598,12.05300045,12.52935791
5.599,12.05300045,12.54063606
5.6,12.05300045,12.55139256
5.601,12.05300045,12.56163597
5.602,12.05300045,12.57137489
5.603,12.05300045,12.58061981
5.604,12.05300045,12.58937836
5.605,12.05300045,12.60547066
5.607,12.05300045,12.61282158
5.608,12.05300045,12.61972237
5.609,12.05300045,12.62617874
5.61,12.05300045,12.63220119
5.611,12.05300045,12.6377964
5.612,12.05300045,12.64297485
5.614,12.05300045,12.65210724
5.615,12.05300045,12.65607929
5.616,12.05300045,12.65966511
5.617,12.05300045,12.66287327
5.618,12.05300045,12.6657114
5.62,12.05300045,12.67030716
5.621,12.05300045,12.67208099
5.622,12.05300045,12.67351437
5.623,12.05300045,12.67461681
5.624,12.05300045,12.6753931
5.626,12.05300045,12.6760025
5.627,12.05300045,12.67584801
5.628,12.05300045,12.67539787
5.629,12.05300045,12.67465973
5.63,12.05300045,12.6736393
5.631,12.05300045,12.6723423
5.632,12.05300045,12.67077827
5.633,12.05300045,12.66895199
